province_id,province,year,gdp,ln_gdp,gdp_idx,gdp_per_cap,sec_ind_share,urban_rate,pop,pop65,aging_rate,emp_total_10k,emp_urban_unit_10k,private_emp_10k,pub_emp_share,fai_bn,ln_fai_bn,fai_growth_pct,trade_bn_cny,ln_trade_bn_cny,trade_openness,tax_rev_bn,ln_tax_rev_bn,macro_tax_burden,patent_apps,ln_patent_apps,pub_tech_staff,ln_pub_tech_staff,pop_data_source,gov_exp_bn,gdp_bn,broad_tax_burden
3,河北,2012,23437.3,10.062084,110.45,38544387.07,52.69,46.6,60806.0,5529.0,9.0929,,619.9,641.27,,19661.28,9.886406,,3191.79,8.068337,13.6184,1560.59,7.352819,6.6586,6108.0,8.717355,993313.0,13.808801,survey_1permil,4079.44,23437.29884353278,17.405760054664615
3,河北,2013,24659.1,10.112901,108.9,40747393.29,52.2,48.02,60517.0,5547.0,9.166,,653.4,595.83,,23194.23,10.051659,,3400.78,8.13176,13.7912,1724.87,7.452907,6.9949,7329.0,8.899594,1052812.0,13.866975,survey_1permil,4409.58,24659.093102802326,17.882166151109928
3,河北,2014,25644.1,10.152069,107.35,42083661.55,51.0,49.36,60936.0,5682.0,9.3245,,656.2,672.9,,26671.9,10.191366,,3678.15,8.210165,14.3431,1866.06,7.531585,7.2768,8332.0,9.027859,1047835.0,13.862237,survey_1permil,4677.3,25644.105009647275,18.239279546860406
3,河北,2015,26744.1,10.194069,106.5,2314420.42,48.27,51.67,1155542.0,117567.0,10.1742,,643.6,805.23,,29448.27,10.29039,,,,,1934.29,7.567496,7.2326,11259.0,9.328923,1033175.0,13.848147,survey_1pct,5632.19,26744.095527065976,21.059564322525034
3,河北,2016,28879.7,10.270894,106.8,46023426.29,47.57,53.87,62750.0,6845.0,10.9084,,639.6,981.72,,31750.02,10.365649,,3078.23,8.03211,10.6588,1996.12,7.598961,6.9118,14141.0,9.556834,1042090.0,13.856739,survey_1permil,6049.53,28879.694075585037,20.947347933004203
3,河北,2017,31065.5,10.343853,106.8,50036240.05,46.58,55.74,62086.0,7326.0,11.7998,,535.3,1120.1,,33406.8,10.416515,,3378.81,8.125279,10.8764,2199.35,7.695917,7.0797,13982.0,9.545526,1059455.0,13.873265,survey_1permil,6639.18,31065.49510245134,21.37155702204183
3,河北,2018,32947.0,10.402655,106.6,53220152.81,44.54,57.33,61907.0,7854.0,12.6868,,550.3,1261.34,,,,3.8,3553.16,8.175593,10.7845,2555.82,7.846128,7.7574,18954.0,9.84977,,,survey_1permil,7726.21,32946.98389733397,23.45043183338307
3,河北,2019,35623.5,10.480761,106.6,60289911.49,38.7,58.77,59087.0,7767.0,13.145,,576.0,1413.99,,,,5.7,4002.08,8.29457,11.2344,2630.73,7.875017,7.3848,20536.0,9.929935,,,survey_1permil,8309.04,35623.506717832424,23.32459874266297
3,河北,2020,36821.5,10.513837,106.8,49351.81,37.6,60.07,74610235.0,10385745.0,13.92,3671.0,561.2,,15.2874,,,-1.1,4456.8,8.402186,12.1038,2527.28,7.834899,6.8636,22131.0,10.004735,,,census,9022.79,36821.49290500502,24.504139534151165
3,河北,2021,41205.4,10.626325,103.9,52234772.14,40.51,61.14,78885.0,11769.0,14.9192,3643.0,566.0,,15.5366,,,-2.4,5415.6,8.597039,13.1429,2735.73,7.914154,6.6393,23923.0,10.082596,,,survey_1permil,8848.21,41205.41670013466,21.473414683295957
3,河北,2022,43198.3,10.673556,106.5,56838372.67,40.2,61.65,76002.0,11885.0,15.6377,3580.0,561.1,,15.6732,,,4.1,5500.7,8.612631,12.7336,2242.89,7.71552,5.1921,24182.0,10.093364,,,survey_1permil,9305.64,43198.281787339394,21.54169012047907
3,河北,2023,45660.0,10.728978,103.8,58654266.12,37.4,62.77,77846.0,12640.0,16.2372,3623.0,554.7,,15.3105,,,-2.9,5828.4,8.670498,12.7648,2578.11,7.854812,5.6463,28929.0,10.2726,,,survey_1permil,9606.21,45660.00364897444,21.038565992790417
3,河北,2024,47448.1,10.767392,105.45,62478569.45,36.8,63.42,75943.0,12498.0,16.4571,3614.0,567.9,,15.7139,,,9.9,6148.75,8.724004,12.9589,2551.16,7.844303,5.3767,29885.0,10.305112,,,survey_1permil,10326.72,47448.111335981834,21.76423825782256
4,山西,2005,,,112.6,,56.3,42.11,444096.0,34244.0,7.7109,1476.37,,164.55,,1826.58,7.510201,,454.28,6.118714,,368.34,5.909006,,610.0,6.413459,664541.0,13.406852,survey_1pct,668.75,,
4,山西,2006,4758.7,8.46773,112.2,15261048.04,57.8,43.01,31182.0,2178.0,6.9848,1561.2,,194.52,,2255.74,7.721233,,849.33,6.744448,17.8479,583.38,6.368839,12.2592,965.0,6.872128,675520.0,13.423238,survey_1permil,915.57,4758.700948501098,19.239914630239323
4,山西,2007,5991.9,8.698164,113.1,19285783.26,60.0,44.03,31069.0,2268.0,7.2999,1550.1,,230.64,,2861.46,7.959087,,880.5,6.78049,14.6948,430.5,6.064947,7.1847,1212.0,7.100027,687679.0,13.441077,survey_1permil,1049.92,5991.900981837395,17.52231892987734
4,山西,2008,7295.8,8.895054,111.25,23703824.04,61.5,45.11,30779.0,2424.0,7.8755,1583.46,375.2,259.25,23.6949,3531.16,8.169382,,999.75,6.907505,13.7031,566.49,6.339459,7.7646,2053.0,7.627057,717848.0,13.484013,survey_1permil,1315.02,7295.799131086745,18.02434491921273
4,山西,2009,7231.2,8.88616,106.75,23804068.73,54.3,45.99,30378.0,2457.0,8.0881,1599.65,385.8,250.3,24.1178,4943.16,8.50576,,585.35,6.37221,8.0948,581.91,6.366316,8.0472,2422.0,7.792349,728478.0,13.498713,survey_1permil,1561.7,7231.198000687723,21.596698083104275
4,山西,2010,9004.5,9.10548,109.65,25214.14,56.9,48.05,35712111.0,2728405.0,7.64,1665.08,394.4,290.36,23.6865,6063.17,8.709988,,851.35,6.746823,9.4547,692.71,6.540611,7.6929,3046.0,8.021585,733186.0,13.505155,census,1931.36,9004.502418969138,21.4488253779725
4,山西,2011,11005.1,9.306114,113.45,35849566.75,59.0,49.79,30698.0,2384.0,7.766,,409.7,317.9,,7073.06,8.864048,,952.22,6.858796,8.6525,872.88,6.771798,7.9316,4602.0,8.434246,738002.0,13.511702,survey_1permil,2363.85,11005.099111910327,21.479588470418324
4,山西,2012,11819.7,9.377523,111.55,39231611.79,55.57,51.32,30128.0,2400.0,7.966,,436.0,386.2,,8863.26,9.08967,,949.6,6.856041,8.034,1045.22,6.951983,8.843,5417.0,8.597297,743943.0,13.51972,survey_1permil,2759.46,11819.701064631943,23.346275721448862
4,山西,2013,12171.8,9.406877,109.5,40630904.3,53.9,52.88,29957.0,2388.0,7.9714,,464.0,425.24,,11031.89,9.308545,,977.97,6.885479,8.0347,1136.89,7.036052,9.3404,6025.0,8.703673,757435.0,13.537693,survey_1permil,3030.13,12171.799029561873,24.894676560471197
4,山西,2014,12307.0,9.417923,106.9,40877536.79,49.3,54.3,30107.0,2566.0,8.5229,,452.1,472.0,,12354.5,9.421776,,997.15,6.904901,8.1023,1134.34,7.033806,9.217,6107.0,8.717191,759931.0,13.540983,survey_1permil,3085.28,12306.994028985502,25.069322311634597
4,山西,2015,12036.1,9.395666,104.9,2113483.8,40.69,55.87,569491.0,52324.0,9.1879,,440.3,497.3,,14074.15,9.552095,,,,,1056.6,6.962811,8.7786,5680.0,8.644707,756631.0,13.536631,survey_1pct,3422.97,12036.10305568297,28.439188200401865
4,山西,2016,12160.1,9.405915,103.1,39340342.93,38.54,57.27,30910.0,2688.0,8.6962,,430.6,553.39,,14197.98,9.560855,,1100.12,7.003175,9.047,1036.67,6.943769,8.5252,8208.0,9.012865,759968.0,13.541032,survey_1permil,3428.86,12160.095389249022,28.197640645414033
4,山西,2017,14679.1,9.59418,104.5,48049427.17,43.65,58.59,30550.0,2746.0,8.9885,,428.7,592.03,,6040.54,8.706249,,1162.84,7.058621,7.9217,1397.43,7.24239,9.5199,7379.0,8.906393,752796.0,13.53155,survey_1permil,3756.42,14679.100111749152,25.59026078848908
4,山西,2018,16153.1,9.689867,107.1,52993996.26,42.15,59.85,30481.0,3147.0,10.3245,,425.8,642.78,,,,13.1,1369.09,7.221902,8.4757,1645.67,7.405903,10.188,9395.0,9.147933,,,survey_1permil,4283.91,16153.095788967077,26.520674773228333
4,山西,2019,17311.0,9.759097,106.7,59668413.07,43.8,61.29,29012.0,3190.0,10.9955,,441.1,693.26,,,,16.9,1447.94,7.277897,8.3643,1783.66,7.486423,10.3036,8424.0,9.03884,,,survey_1permil,4710.76,17310.992788641746,27.212535164885914
4,山西,2020,18202.7,9.809325,106.2,52133.41,43.5,62.53,34915616.0,4504114.0,12.9,1738.0,442.6,,25.4661,,,15.6,1504.3,7.316083,8.2642,1625.99,7.393872,8.9327,9472.0,9.156095,,,census,5110.87,18202.69610989737,28.077543948124596
4,山西,2021,23087.8,10.04706,103.6,62631364.78,49.64,63.42,36863.0,5043.0,13.6804,1715.0,442.9,,25.8251,,,8.8,2230.3,7.709891,9.6601,2094.72,7.647175,9.0728,10059.0,9.216223,,,survey_1permil,5046.62,23087.808808748432,21.858375741953193
4,山西,2022,25653.2,10.152424,109.1,71948394.33,54.0,63.96,35655.0,5163.0,14.4804,1672.0,438.3,,26.2141,,,4.4,1831.3,7.512781,7.1387,2696.55,7.899728,10.5116,9891.0,9.199381,,,survey_1permil,5876.5,25653.21028301612,22.907464349171832
4,山西,2023,26050.8,10.167804,104.4,71379877.25,51.9,64.97,36496.0,5549.0,15.2044,1704.0,434.8,,25.5164,,,-9.6,1691.2,7.433194,6.4919,2557.05,7.84661,9.8156,11387.0,9.340228,,,survey_1permil,6345.61,26050.806333400677,24.358593430039303
4,山西,2024,25353.5,10.140672,103.65,71492823.51,43.2,66.32,35463.0,5598.0,15.7855,1682.0,443.6,,26.3734,,,-2.6,1742.28,7.46295,6.872,2300.16,7.740734,9.0724,13598.0,9.517678,,,survey_1permil,6312.67,25353.498312722262,24.898615260649585
5,内蒙古,2005,,,123.8,,45.5,47.2,315884.0,25056.0,7.932,1041.13,,150.48,,2643.6,7.879897,,399.45,5.990089,,277.46,5.625677,,307.0,5.726848,465517.0,13.050904,survey_1pct,681.88,,
5,内蒙古,2006,4212.3,8.345764,121.4,18991433.72,48.6,48.64,22180.0,1728.0,7.7908,1051.2,,161.41,,3363.21,8.120651,,745.04,6.613438,17.6872,343.38,5.838838,8.1518,430.0,6.063785,470959.0,13.062526,survey_1permil,812.13,4212.299596509256,19.279967661203738
5,内蒙古,2007,5239.6,8.564,119.05,23745128.25,51.8,50.15,22066.0,1802.0,8.1664,1081.53,,176.45,,4372.88,8.383177,,588.24,6.377135,11.2268,347.91,5.851944,6.64,565.0,6.336826,486148.0,13.094268,survey_1permil,1082.31,5239.597702312806,20.65635687110593
5,内蒙古,2008,6352.4,8.756588,118.15,29118078.47,55.0,51.71,21816.0,1769.0,8.1087,1103.28,244.8,208.19,22.1884,5475.41,8.608022,,619.4,6.428751,9.7506,464.45,6.140854,7.3114,695.0,6.543912,492673.0,13.107601,survey_1permil,1454.57,6352.400170012518,22.897959213377668
5,内蒙古,2009,7227.0,8.885579,117.05,33615517.0,52.5,53.4,21499.0,1818.0,8.4562,1142.47,245.8,234.26,21.5148,7336.79,8.900657,,462.74,6.137165,6.4029,576.83,6.357548,7.9816,719.0,6.577861,493000.0,13.108264,survey_1permil,1926.84,7226.997894898202,26.661693112713174
5,内蒙古,2010,8342.1,9.02907,115.95,33765.04,54.6,55.5,24706321.0,1880151.0,7.61,1184.68,249.2,258.81,21.0352,8926.46,9.096775,,590.96,6.381748,7.0841,752.81,6.623813,9.0242,932.0,6.837333,482413.0,13.086556,census,2273.5,8342.097812551463,27.253336643683408
5,内蒙古,2011,9610.8,9.170643,114.65,45327547.99,56.0,57.04,21203.0,1461.0,6.8905,,262.4,301.53,,10365.17,9.246206,,770.59,6.647156,8.018,985.69,6.893342,10.2561,1267.0,7.144407,495875.0,13.114079,survey_1permil,2989.21,9610.802449623729,31.102605798717985
5,内蒙古,2012,10638.9,9.272272,112.9,51210108.3,55.42,58.42,20775.0,1636.0,7.8748,,270.8,360.87,,11875.74,9.382253,,710.72,6.566279,6.6804,1119.87,7.020968,10.5262,1492.0,7.307873,499833.0,13.122029,survey_1permil,3425.99,10638.8960200675,32.202495386154396
5,内蒙古,2013,11584.9,9.357458,110.25,56201911.42,54.0,59.82,20613.0,1762.0,8.548,,303.8,467.43,,14217.38,9.56222,,742.85,6.610494,6.4122,1215.2,7.102664,10.4895,1935.0,7.567863,497355.0,13.117059,survey_1permil,3686.52,11584.902259314174,31.82176178513777
5,内蒙古,2014,12377.3,9.423619,108.4,59877606.31,51.3,60.97,20671.0,1929.0,9.3319,,301.5,522.7,,17591.8,9.775188,,894.17,6.795896,7.2243,1251.07,7.131754,10.1078,1924.0,7.562162,484318.0,13.090497,survey_1permil,3879.98,12377.294693194377,31.347560966883957
5,内蒙古,2015,13062.7,9.477516,107.8,3347504.75,50.48,62.09,390222.0,37288.0,9.5556,,298.3,512.01,,13702.22,9.525313,,,,,1320.75,7.185955,10.1108,2254.0,7.720462,483173.0,13.08813,survey_1pct,4252.96,13062.698437769888,32.55805085190408
5,内蒙古,2016,13879.0,9.538132,107.7,65665215.75,47.18,63.4,21136.0,1995.0,9.4389,,293.2,525.26,,15080.01,9.621125,,768.68,6.644675,5.5384,1335.88,7.197346,9.6252,2878.0,7.964851,486842.0,13.095695,survey_1permil,4512.71,13878.997427446526,32.514668466440185
5,内蒙古,2017,15009.9,9.616465,107.2,71993380.98,39.76,64.6,20849.0,2260.0,10.8398,,280.6,588.63,,14013.16,9.547752,,940.86,6.846794,6.2683,1286.91,7.159999,8.5737,2845.0,7.953318,482269.0,13.086257,survey_1permil,4529.93,15009.896061700974,30.179622706105885
